customer_id,signup_date,customer_segment,country,preferred_payment_method
CUST-001185,2023-08-13,retail,DE,card
CUST-001186,2019-07-10,retail,IN,card
CUST-001187,2021-05-13,retail,US,card
CUST-001188,2021-04-08,smb,US,card
CUST-001189,2021-04-02,retail,US,card
CUST-001190,2023-09-25,retail,US,digital_wallet
CUST-001191,2020-11-21,enterprise,IN,card
CUST-001192,2019-03-23,retail,GB,card
CUST-001193,2023-08-05,retail,US,card
CUST-001194,2021-03-22,retail,US,card
CUST-001195,2022-11-12,smb,CA,digital_wallet
CUST-001196,2019-03-20,retail,AU,card
CUST-001197,2023-03-15,retail,GB,card
CUST-001198,2024-05-30,retail,US,card
CUST-001199,2021-02-05,retail,US,digital_wallet
CUST-001200,2021-03-27,enterprise,IN,card
CUST-001201,2022-05-11,smb,DE,card
CUST-001202,2022-06-01,smb,DE,card
CUST-001203,2020-12-10,smb,US,digital_wallet
CUST-001204,2022-09-15,smb,AU,card
CUST-001205,2022-10-13,retail,US,card
CUST-001206,2020-08-04,retail,GB,card
CUST-001207,2022-03-14,retail,CA,digital_wallet
CUST-001208,2022-09-22,smb,AU,digital_wallet
CUST-001209,2021-07-09,retail,CA,card
CUST-001210,2019-07-21,retail,IN,digital_wallet
CUST-001211,2019-06-14,retail,IN,digital_wallet
CUST-001212,2021-01-28,retail,DE,digital_wallet
CUST-001213,2021-08-25,enterprise,CA,card
CUST-001214,2023-06-20,retail,GB,card
CUST-001215,2021-04-12,smb,AU,digital_wallet
CUST-001216,2021-12-29,smb,GB,digital_wallet
CUST-001217,2022-07-12,smb,GB,card
CUST-001218,2020-11-26,retail,US,card
CUST-001219,2023-03-22,retail,US,card
CUST-001220,2023-04-09,retail,GB,card
CUST-001221,2022-03-08,smb,GB,card
CUST-001222,2021-02-25,retail,US,digital_wallet
CUST-001223,2024-06-14,retail,US,digital_wallet
CUST-001224,2021-12-11,retail,GB,card
CUST-001225,2022-05-31,smb,IN,card
CUST-001226,2023-09-29,smb,IN,digital_wallet
CUST-001227,2021-11-05,retail,DE,card
CUST-001228,2020-05-22,retail,IN,card
CUST-001229,2024-01-30,enterprise,GB,card
CUST-001230,2023-05-20,retail,IN,card
CUST-001231,2022-05-10,retail,DE,card
CUST-001232,2021-07-23,enterprise,US,card
CUST-001233,2022-08-14,retail,CA,card
CUST-001234,2024-04-20,retail,US,digital_wallet
CUST-001235,2019-07-13,enterprise,GB,card
CUST-001236,2021-12-22,retail,IN,digital_wallet
CUST-001237,2019-12-18,smb,DE,card
CUST-001238,2021-08-24,enterprise,IN,card
CUST-001239,2022-02-27,retail,GB,digital_wallet
CUST-001240,2023-01-07,retail,IN,card
CUST-001241,2022-06-18,retail,CA,card
CUST-001242,2024-06-11,enterprise,IN,card
CUST-001243,2021-06-16,enterprise,US,card
CUST-001244,2019-11-05,retail,DE,card
CUST-001245,2023-08-01,retail,US,digital_wallet
CUST-001246,2024-01-28,smb,IN,card
CUST-001247,2020-06-14,retail,IN,card
CUST-001248,2021-12-18,retail,AU,card
CUST-001249,2019-06-04,retail,AU,digital_wallet
CUST-001250,2022-06-03,smb,US,card
CUST-001251,2019-11-08,smb,US,card
CUST-001252,2019-02-13,retail,US,card
CUST-001253,2021-12-26,retail,IN,digital_wallet
CUST-001254,2023-05-16,retail,US,card
CUST-001255,2024-04-18,retail,IN,card
CUST-001256,2021-03-28,retail,IN,card
CUST-001257,2024-04-10,retail,DE,bank_transfer
CUST-001258,2020-06-06,retail,CA,card
CUST-001259,2020-09-26,smb,GB,digital_wallet
CUST-001260,2020-07-16,smb,CA,card
CUST-001261,2022-05-06,smb,CA,bank_transfer
CUST-001262,2024-05-30,retail,IN,bank_transfer
CUST-001263,2021-04-06,smb,CA,card
CUST-001264,2019-04-06,retail,IN,bank_transfer
CUST-001265,2019-05-16,retail,GB,digital_wallet
CUST-001266,2020-09-29,retail,CA,card
CUST-001267,2021-10-06,smb,CA,card
CUST-001268,2019-07-14,smb,US,card
CUST-001269,2021-08-04,smb,GB,card
CUST-001270,2019-03-12,smb,IN,card
CUST-001271,2019-01-24,retail,GB,card
CUST-001272,2022-06-26,retail,GB,bank_transfer
CUST-001273,2023-05-01,retail,IN,bank_transfer
CUST-001274,2024-05-29,retail,US,digital_wallet
CUST-001275,2021-07-15,retail,AU,card
CUST-001276,2020-02-04,retail,IN,digital_wallet
CUST-001277,2021-12-22,retail,IN,card
CUST-001278,2022-06-20,retail,CA,bank_transfer
CUST-001279,2021-05-12,smb,GB,card
CUST-001280,2023-08-12,retail,AU,digital_wallet
CUST-001281,2020-05-24,smb,US,digital_wallet
CUST-001282,2022-10-08,retail,US,card
CUST-001283,2021-06-16,retail,US,bank_transfer
CUST-001284,2021-02-20,smb,US,card
CUST-001285,2019-07-01,enterprise,DE,card
CUST-001286,2021-05-13,retail,US,digital_wallet
CUST-001287,2022-09-27,smb,AU,card
CUST-001288,2022-09-25,retail,AU,digital_wallet
CUST-001289,2022-09-29,retail,DE,card
CUST-001290,2024-01-25,smb,IN,bank_transfer
CUST-001291,2019-03-18,enterprise,IN,card
CUST-001292,2020-06-03,retail,IN,card
CUST-001293,2022-07-24,retail,IN,card
CUST-001294,2023-07-29,retail,GB,card
CUST-001295,2019-07-05,smb,US,card
CUST-001296,2023-07-09,retail,US,card
CUST-001297,2022-02-20,retail,US,bank_transfer
CUST-001298,2021-12-27,retail,US,card
CUST-001299,2024-06-11,retail,AU,card
CUST-001300,2023-09-03,smb,US,digital_wallet
CUST-001301,2022-03-09,retail,US,card
CUST-001302,2023-06-20,enterprise,IN,card
CUST-001303,2024-05-16,smb,US,digital_wallet
CUST-001304,2021-11-05,smb,GB,card
CUST-001305,2023-08-09,enterprise,GB,card
CUST-001306,2019-12-17,retail,GB,bank_transfer
CUST-001307,2024-05-09,smb,DE,digital_wallet
CUST-001308,2021-03-22,retail,GB,card
CUST-001309,2019-10-23,smb,AU,card
CUST-001310,2019-11-27,smb,US,card
CUST-001311,2019-09-02,retail,US,card
CUST-001312,2023-10-02,retail,US,card
CUST-001313,2022-07-20,retail,GB,card
CUST-001314,2023-06-27,enterprise,DE,digital_wallet
CUST-001315,2020-12-08,retail,IN,card
CUST-001316,2021-11-05,retail,IN,card
CUST-001317,2020-12-15,smb,DE,card
CUST-001318,2021-07-20,enterprise,GB,card
CUST-001319,2020-05-05,enterprise,GB,digital_wallet
CUST-001320,2022-09-12,smb,IN,card
CUST-001321,2021-12-25,retail,IN,card
CUST-001322,2021-04-07,retail,US,card
CUST-001323,2023-04-28,retail,IN,card
CUST-001324,2020-10-04,smb,GB,card
CUST-001325,2023-11-25,retail,GB,digital_wallet
CUST-001326,2020-01-16,smb,IN,card
CUST-001327,2020-02-26,enterprise,US,card
CUST-001328,2021-03-09,smb,US,digital_wallet
CUST-001329,2021-05-15,smb,IN,digital_wallet
CUST-001330,2020-01-24,smb,GB,card
CUST-001331,2020-04-01,retail,US,card
CUST-001332,2024-05-10,smb,CA,card
CUST-001333,2023-08-13,smb,US,card
CUST-001334,2019-08-17,retail,IN,card
CUST-001335,2019-03-26,smb,GB,digital_wallet
CUST-001336,2021-11-01,retail,US,card
CUST-001337,2021-12-18,retail,US,card
CUST-001338,2023-01-15,retail,CA,card
CUST-001339,2023-07-25,retail,DE,digital_wallet
CUST-001340,2021-09-02,enterprise,DE,card
CUST-001341,2020-12-07,enterprise,DE,card
CUST-001342,2023-02-06,retail,AU,digital_wallet
CUST-001343,2022-01-13,smb,AU,card
CUST-001344,2021-08-07,retail,US,card
CUST-001345,2023-11-25,smb,IN,card
CUST-001346,2021-03-15,retail,US,bank_transfer
CUST-001347,2020-03-20,retail,CA,bank_transfer
CUST-001348,2022-03-08,smb,US,bank_transfer
CUST-001349,2023-11-13,smb,IN,card
CUST-001350,2019-07-18,smb,US,card
CUST-001351,2020-02-20,smb,AU,card
CUST-001352,2020-09-13,retail,DE,digital_wallet
CUST-001353,2022-02-05,smb,IN,card
CUST-001354,2022-04-15,smb,IN,digital_wallet
CUST-001355,2019-06-24,smb,US,card
CUST-001356,2020-10-18,retail,IN,digital_wallet
CUST-001357,2021-12-01,enterprise,US,card
CUST-001358,2020-11-22,retail,IN,digital_wallet
CUST-001359,2022-07-02,retail,DE,card
CUST-001360,2021-02-07,retail,IN,digital_wallet
CUST-001361,2020-06-30,retail,GB,bank_transfer
CUST-001362,2020-05-12,retail,US,card
CUST-001363,2022-06-18,retail,DE,digital_wallet
CUST-001364,2019-04-26,smb,US,bank_transfer
CUST-001365,2020-04-22,retail,IN,card
CUST-001366,2022-12-17,retail,US,bank_transfer
CUST-001367,2022-01-15,retail,US,card
CUST-001368,2021-03-19,smb,DE,card
CUST-001369,2021-12-22,retail,CA,bank_transfer
CUST-001370,2019-05-04,smb,IN,card
CUST-001371,2022-10-20,enterprise,DE,bank_transfer
CUST-001372,2021-09-28,retail,AU,card
CUST-001373,2024-03-06,smb,CA,card
CUST-001374,2024-04-28,retail,US,card
CUST-001375,2022-09-17,enterprise,US,digital_wallet
CUST-001376,2021-10-15,retail,US,digital_wallet
CUST-001377,2024-04-24,smb,GB,bank_transfer
CUST-001378,2019-10-17,retail,CA,digital_wallet
CUST-001379,2019-09-07,retail,GB,card
CUST-001380,2019-02-06,retail,GB,card
CUST-001381,2024-06-14,retail,US,card
CUST-001382,2022-12-21,retail,US,digital_wallet
CUST-001383,2023-03-17,retail,US,card
CUST-001384,2023-04-26,retail,US,digital_wallet
CUST-001385,2021-09-15,retail,IN,digital_wallet
CUST-001386,2020-01-21,enterprise,DE,card
CUST-001387,2023-08-04,smb,US,card
CUST-001388,2023-05-08,enterprise,US,card
CUST-001389,2020-07-19,retail,DE,card
CUST-001390,2021-09-04,retail,US,bank_transfer
CUST-001391,2023-09-09,smb,DE,card
CUST-001392,2021-10-14,retail,US,card
CUST-001393,2023-03-18,retail,GB,card
CUST-001394,2020-02-29,retail,US,digital_wallet
CUST-001395,2023-09-23,smb,GB,card
CUST-001396,2021-03-21,retail,IN,card
CUST-001397,2020-03-03,retail,GB,card
CUST-001398,2020-06-28,retail,GB,card
CUST-001399,2019-09-02,smb,GB,card
CUST-001400,2021-03-04,smb,IN,digital_wallet
CUST-001401,2023-12-21,retail,US,card
CUST-001402,2020-02-27,retail,IN,bank_transfer
CUST-001403,2022-09-28,smb,US,card
CUST-001404,2024-03-19,retail,GB,bank_transfer
CUST-001405,2023-02-28,smb,US,card
CUST-001406,2024-03-19,enterprise,AU,digital_wallet
CUST-001407,2024-03-23,retail,US,card
CUST-001408,2022-12-10,retail,US,bank_transfer
CUST-001409,2021-08-11,retail,AU,card
CUST-001410,2021-09-08,retail,US,bank_transfer
CUST-001411,2019-04-01,smb,IN,card
CUST-001412,2021-07-23,smb,GB,card
CUST-001413,2021-04-13,retail,GB,card
CUST-001414,2022-01-15,retail,AU,card
CUST-001415,2022-01-09,smb,US,card
CUST-001416,2023-08-31,smb,CA,card
CUST-001417,2023-12-09,retail,GB,card
CUST-001418,2020-04-09,smb,IN,card
CUST-001419,2023-03-20,enterprise,US,card
CUST-001420,2024-06-08,retail,US,card
CUST-001421,2023-07-27,retail,US,card
CUST-001422,2019-09-01,retail,US,card
CUST-001423,2022-04-22,enterprise,DE,card
CUST-001424,2023-03-22,retail,US,bank_transfer
CUST-001425,2019-03-21,enterprise,IN,card
CUST-001426,2019-07-12,retail,IN,card
CUST-001427,2020-03-19,smb,US,bank_transfer
CUST-001428,2020-01-07,retail,IN,card
CUST-001429,2020-08-23,smb,US,card
CUST-001430,2020-05-25,retail,IN,digital_wallet
CUST-001431,2020-04-13,smb,IN,digital_wallet
CUST-001432,2023-06-15,smb,US,card
CUST-001433,2022-02-15,smb,US,card
CUST-001434,2024-03-15,smb,US,card
CUST-001435,2023-06-06,smb,DE,card
CUST-001436,2021-01-31,retail,IN,card
CUST-001437,2019-07-22,retail,DE,card
CUST-001438,2019-05-29,retail,US,digital_wallet
CUST-001439,2021-06-03,retail,US,card
CUST-001440,2020-04-05,smb,US,card
CUST-001441,2019-03-05,retail,DE,bank_transfer
CUST-001442,2020-11-30,retail,GB,card
CUST-001443,2024-03-06,smb,DE,digital_wallet
CUST-001444,2022-07-12,retail,US,card
CUST-001445,2023-08-19,retail,IN,card
CUST-001446,2023-07-01,smb,US,bank_transfer
CUST-001447,2019-12-22,retail,IN,card
CUST-001448,2023-07-17,retail,US,card
CUST-001449,2020-06-01,retail,US,card
CUST-001450,2024-03-29,enterprise,DE,card
CUST-001451,2022-05-04,retail,GB,card
CUST-001452,2022-01-01,retail,IN,digital_wallet
CUST-001453,2020-11-22,enterprise,IN,card
CUST-001454,2020-12-25,smb,US,card
CUST-001455,2019-07-06,retail,DE,digital_wallet
CUST-001456,2022-06-02,retail,US,card
CUST-001457,2021-03-02,retail,US,digital_wallet
CUST-001458,2023-03-18,retail,GB,card
CUST-001459,2021-10-19,retail,US,card
CUST-001460,2019-12-11,smb,US,card
CUST-001461,2021-08-19,enterprise,IN,card
CUST-001462,2021-01-06,retail,GB,bank_transfer
CUST-001463,2020-06-16,retail,US,digital_wallet
CUST-001464,2021-01-16,retail,US,bank_transfer
CUST-001465,2020-06-06,retail,US,digital_wallet
CUST-001466,2019-04-17,retail,IN,digital_wallet
CUST-001467,2019-12-10,retail,IN,card
CUST-001468,2023-04-08,retail,US,card
CUST-001469,2023-07-24,retail,GB,card
CUST-001470,2023-09-05,retail,IN,card
CUST-001471,2019-03-28,retail,US,card
CUST-001472,2021-04-07,smb,GB,card
CUST-001473,2019-12-08,retail,GB,digital_wallet
CUST-001474,2021-04-24,retail,US,card
CUST-001475,2021-07-10,smb,IN,bank_transfer
CUST-001476,2021-06-18,retail,US,bank_transfer
CUST-001477,2019-07-27,retail,US,card
CUST-001478,2021-11-15,retail,US,digital_wallet
CUST-001479,2019-01-23,enterprise,US,bank_transfer
CUST-001480,2021-07-31,retail,US,card
CUST-001481,2021-11-18,retail,IN,bank_transfer
CUST-001482,2023-01-19,smb,US,digital_wallet
CUST-001483,2023-06-26,smb,US,card
CUST-001484,2019-05-16,retail,CA,card
CUST-001485,2021-08-18,enterprise,US,card
CUST-001486,2022-04-22,retail,US,card
CUST-001487,2023-01-23,enterprise,US,card
CUST-001488,2020-03-24,smb,US,digital_wallet
CUST-001489,2022-03-06,retail,US,card
CUST-001490,2019-11-12,retail,AU,card
CUST-001491,2021-05-30,smb,US,card
CUST-001492,2019-06-18,retail,IN,card
CUST-001493,2019-11-08,enterprise,US,card
CUST-001494,2019-03-24,retail,US,card
CUST-001495,2023-08-15,enterprise,US,card
CUST-001496,2022-05-26,smb,US,digital_wallet
CUST-001497,2020-11-24,smb,IN,digital_wallet
CUST-001498,2023-07-11,enterprise,IN,digital_wallet
CUST-001499,2019-10-30,retail,GB,card
CUST-001500,2021-06-10,retail,CA,bank_transfer
CUST-001501,2022-09-05,retail,US,card
CUST-001502,2021-10-16,retail,AU,digital_wallet
CUST-001503,2022-09-10,retail,CA,card
CUST-001504,2019-10-31,retail,US,card
CUST-001505,2020-12-03,smb,US,card
CUST-001506,2022-09-10,smb,IN,card
CUST-001507,2019-03-22,retail,IN,card
CUST-001508,2021-08-29,smb,GB,card
CUST-001509,2023-10-12,retail,US,digital_wallet
CUST-001510,2021-07-09,retail,US,card
CUST-001511,2019-02-03,retail,AU,digital_wallet
CUST-001512,2020-03-13,retail,DE,digital_wallet
CUST-001513,2020-05-17,enterprise,US,card
CUST-001514,2024-01-30,retail,IN,card
CUST-001515,2019-06-06,enterprise,CA,digital_wallet
CUST-001516,2024-05-30,retail,IN,card
CUST-001517,2022-06-12,retail,US,digital_wallet
CUST-001518,2022-11-13,retail,GB,digital_wallet
CUST-001519,2023-07-12,retail,IN,card
CUST-001520,2021-10-09,retail,GB,card
CUST-001521,2021-02-01,smb,GB,digital_wallet
CUST-001522,2022-02-03,smb,US,card
CUST-001523,2020-08-23,retail,US,digital_wallet
CUST-001524,2019-06-02,enterprise,US,card
CUST-001525,2019-07-10,smb,CA,card
CUST-001526,2023-12-25,retail,DE,card
CUST-001527,2024-02-13,smb,IN,card
CUST-001528,2024-01-08,retail,CA,card
CUST-001529,2019-01-09,retail,GB,card
CUST-001530,2023-06-15,retail,US,card
CUST-001531,2021-04-15,retail,GB,card
CUST-001532,2020-01-30,smb,US,card
CUST-001533,2023-12-27,retail,GB,card
CUST-001534,2022-08-05,retail,AU,card
CUST-001535,2020-07-20,enterprise,DE,bank_transfer
CUST-001536,2023-05-28,retail,US,digital_wallet
CUST-001537,2019-10-26,retail,US,digital_wallet
CUST-001538,2019-11-21,retail,CA,card
CUST-001539,2019-01-29,retail,IN,card
CUST-001540,2023-09-16,retail,US,card
CUST-001541,2021-11-09,smb,US,card
CUST-001542,2019-05-09,retail,CA,card
CUST-001543,2022-06-10,retail,CA,digital_wallet
CUST-001544,2020-09-19,smb,GB,bank_transfer
CUST-001545,2022-03-01,retail,US,card
CUST-001546,2021-12-26,retail,US,digital_wallet
CUST-001547,2019-03-31,retail,GB,digital_wallet
CUST-001548,2023-02-20,retail,US,card
CUST-001549,2021-07-10,smb,US,digital_wallet
CUST-001550,2024-04-05,smb,US,bank_transfer
CUST-001551,2023-08-01,enterprise,IN,digital_wallet
CUST-001552,2023-03-23,retail,IN,card
CUST-001553,2019-11-18,retail,US,card
CUST-001554,2022-06-20,retail,US,digital_wallet
CUST-001555,2019-11-12,smb,IN,card
CUST-001556,2021-05-10,retail,IN,card
CUST-001557,2022-10-18,retail,CA,card
CUST-001558,2022-05-02,retail,DE,digital_wallet
CUST-001559,2020-03-14,enterprise,IN,digital_wallet
CUST-001560,2022-04-05,retail,IN,digital_wallet
CUST-001561,2024-02-06,smb,IN,digital_wallet
CUST-001562,2022-01-18,smb,US,card
CUST-001563,2020-01-01,retail,GB,digital_wallet
CUST-001564,2021-06-24,retail,IN,card
CUST-001565,2019-03-03,retail,US,card
CUST-001566,2023-04-01,smb,DE,card
CUST-001567,2022-08-19,retail,IN,bank_transfer
CUST-001568,2023-06-16,enterprise,DE,digital_wallet
CUST-001569,2021-09-03,retail,GB,digital_wallet
CUST-001570,2021-02-16,retail,GB,card
CUST-001571,2023-01-22,retail,GB,card
CUST-001572,2020-10-20,retail,US,card
CUST-001573,2021-08-20,retail,US,card
CUST-001574,2024-04-06,smb,GB,card
CUST-001575,2024-02-18,retail,US,card
CUST-001576,2020-07-02,retail,IN,card
CUST-001577,2022-09-27,smb,GB,card
CUST-001578,2021-12-18,retail,US,digital_wallet
CUST-001579,2022-07-17,retail,US,digital_wallet
CUST-001580,2022-10-31,retail,US,digital_wallet
CUST-001581,2023-11-03,retail,DE,digital_wallet
CUST-001582,2022-02-12,smb,GB,digital_wallet
CUST-001583,2022-10-11,smb,US,bank_transfer
CUST-001584,2021-03-19,smb,IN,digital_wallet
CUST-001585,2019-09-11,retail,DE,card
CUST-001586,2020-10-23,enterprise,US,card
CUST-001587,2021-10-14,smb,US,card
CUST-001588,2024-01-01,retail,CA,card
CUST-001589,2022-01-30,retail,DE,digital_wallet
CUST-001590,2020-08-03,smb,DE,digital_wallet
CUST-001591,2023-12-20,retail,US,card
CUST-001592,2020-04-07,retail,GB,card
CUST-001593,2019-11-19,enterprise,DE,card
CUST-001594,2024-03-27,retail,IN,bank_transfer
CUST-001595,2019-02-13,smb,US,card
CUST-001596,2019-08-27,smb,GB,digital_wallet
CUST-001597,2022-05-29,retail,CA,card
CUST-001598,2024-01-13,retail,US,card
CUST-001599,2023-04-12,retail,CA,card
CUST-001600,2023-05-17,retail,US,card
CUST-001601,2023-01-22,retail,US,card
CUST-001602,2022-04-04,smb,IN,card
CUST-001603,2022-12-17,retail,CA,card
CUST-001604,2022-08-07,smb,DE,bank_transfer
CUST-001605,2020-05-23,retail,DE,card
CUST-001606,2023-07-11,smb,US,card
CUST-001607,2021-08-26,retail,DE,card
CUST-001608,2022-02-24,enterprise,IN,card
CUST-001609,2024-04-29,retail,IN,card
CUST-001610,2021-04-14,smb,US,card
CUST-001611,2019-10-29,retail,IN,card
CUST-001612,2020-12-06,retail,US,digital_wallet
CUST-001613,2019-10-26,smb,IN,card
CUST-001614,2022-04-18,smb,US,card
CUST-001615,2019-05-09,enterprise,US,digital_wallet
CUST-001616,2023-08-14,enterprise,CA,card
CUST-001617,2022-05-27,retail,IN,card
CUST-001618,2021-06-26,smb,DE,card
CUST-001619,2019-04-30,smb,GB,card
CUST-001620,2022-02-11,smb,IN,card
CUST-001621,2022-12-03,enterprise,US,digital_wallet
CUST-001622,2019-07-02,enterprise,AU,card
CUST-001623,2019-01-22,retail,AU,digital_wallet
CUST-001624,2021-05-14,retail,GB,bank_transfer
CUST-001625,2020-03-22,retail,CA,card
CUST-001626,2019-04-08,retail,US,card
CUST-001627,2019-07-28,retail,GB,digital_wallet
CUST-001628,2019-06-03,retail,US,card
CUST-001629,2020-06-18,retail,AU,card
CUST-001630,2020-04-23,smb,CA,card
CUST-001631,2020-10-14,retail,US,card
CUST-001632,2022-07-27,retail,IN,digital_wallet
CUST-001633,2019-10-28,smb,US,digital_wallet
CUST-001634,2020-12-16,retail,US,digital_wallet
CUST-001635,2019-05-30,retail,IN,card
CUST-001636,2020-04-26,retail,DE,card
CUST-001637,2022-09-18,smb,GB,bank_transfer
CUST-001638,2022-05-25,retail,IN,card
CUST-001639,2021-07-26,enterprise,IN,card
CUST-001640,2021-07-05,retail,US,digital_wallet
CUST-001641,2024-05-27,smb,IN,bank_transfer
CUST-001642,2022-03-22,enterprise,GB,bank_transfer
CUST-001643,2023-03-16,retail,DE,card
CUST-001644,2019-04-17,smb,CA,bank_transfer
CUST-001645,2021-07-24,retail,US,card
CUST-001646,2020-05-29,retail,GB,card
CUST-001647,2020-05-20,smb,US,card
CUST-001648,2020-02-03,retail,CA,card
CUST-001649,2020-01-18,retail,US,digital_wallet
CUST-001650,2023-11-14,smb,US,card
CUST-001651,2019-02-22,enterprise,GB,card
CUST-001652,2023-05-03,smb,IN,card
CUST-001653,2022-03-27,retail,IN,digital_wallet
CUST-001654,2019-06-26,smb,US,card
CUST-001655,2023-02-01,retail,DE,card
CUST-001656,2021-07-05,smb,US,digital_wallet
CUST-001657,2024-04-30,smb,US,digital_wallet
CUST-001658,2022-05-24,smb,US,card
CUST-001659,2020-12-14,retail,CA,digital_wallet
CUST-001660,2023-11-05,smb,GB,digital_wallet
CUST-001661,2020-11-22,retail,AU,digital_wallet
CUST-001662,2023-11-11,retail,IN,card
CUST-001663,2023-07-22,smb,AU,card
CUST-001664,2023-12-04,retail,AU,card
CUST-001665,2019-05-22,retail,US,card
CUST-001666,2020-08-04,retail,CA,card
CUST-001667,2023-10-08,smb,CA,card
CUST-001668,2023-03-10,retail,US,card
CUST-001669,2021-12-12,retail,IN,bank_transfer
CUST-001670,2022-08-14,retail,US,card
CUST-001671,2021-08-06,retail,GB,digital_wallet
CUST-001672,2020-12-17,retail,US,bank_transfer
CUST-001673,2024-04-13,retail,US,card
CUST-001674,2020-05-08,smb,US,card
CUST-001675,2022-11-08,retail,GB,bank_transfer
CUST-001676,2019-03-01,retail,US,card
CUST-001677,2023-02-09,retail,US,digital_wallet
CUST-001678,2020-10-27,smb,IN,card
CUST-001679,2022-08-13,retail,IN,card
CUST-001680,2023-11-08,retail,IN,digital_wallet
CUST-001681,2023-10-29,retail,US,card
CUST-001682,2023-04-05,retail,GB,card
CUST-001683,2023-03-22,enterprise,US,card
CUST-001684,2022-11-05,smb,GB,card
CUST-001685,2021-02-01,smb,US,card
CUST-001686,2020-04-28,enterprise,DE,digital_wallet
CUST-001687,2019-11-30,enterprise,CA,card
CUST-001688,2024-03-13,smb,DE,card
CUST-001689,2020-01-30,retail,IN,digital_wallet
CUST-001690,2021-03-25,retail,US,card
CUST-001691,2021-08-13,smb,US,card
CUST-001692,2024-02-14,retail,US,bank_transfer
CUST-001693,2019-03-17,retail,US,card
CUST-001694,2019-11-03,smb,US,card
CUST-001695,2020-11-21,smb,DE,card
CUST-001696,2020-02-01,smb,US,digital_wallet
CUST-001697,2019-09-20,smb,DE,digital_wallet
CUST-001698,2024-03-30,retail,US,card
CUST-001699,2019-02-22,retail,GB,card
CUST-001700,2019-12-07,retail,US,bank_transfer
CUST-001701,2019-09-17,smb,GB,digital_wallet
CUST-001702,2022-07-17,smb,US,bank_transfer
CUST-001703,2021-04-10,enterprise,DE,digital_wallet
CUST-001704,2022-04-23,smb,AU,card
CUST-001705,2023-09-10,smb,GB,card
CUST-001706,2023-02-17,smb,DE,card
CUST-001707,2023-07-22,smb,US,card
CUST-001708,2021-04-16,retail,US,card
CUST-001709,2020-09-06,retail,GB,card
CUST-001710,2022-10-17,retail,GB,card
CUST-001711,2023-08-12,smb,CA,digital_wallet
CUST-001712,2019-10-11,smb,GB,card
CUST-001713,2022-04-21,retail,US,card
CUST-001714,2020-04-28,retail,CA,card
CUST-001715,2019-01-07,retail,IN,bank_transfer
CUST-001716,2022-04-22,retail,IN,digital_wallet
CUST-001717,2022-04-23,retail,US,card
CUST-001718,2019-11-01,retail,US,card
CUST-001719,2020-01-10,retail,IN,card
CUST-001720,2023-07-11,retail,IN,digital_wallet
CUST-001721,2023-08-06,enterprise,IN,card
CUST-001722,2022-09-14,smb,US,digital_wallet
CUST-001723,2022-05-04,retail,AU,card
CUST-001724,2022-04-18,enterprise,CA,card
CUST-001725,2023-04-02,retail,CA,digital_wallet
CUST-001726,2022-01-09,retail,IN,card
CUST-001727,2023-09-21,retail,DE,card
CUST-001728,2020-07-07,smb,DE,card
CUST-001729,2022-10-04,enterprise,GB,card
CUST-001730,2019-07-01,smb,GB,card
CUST-001731,2024-01-05,smb,DE,card
CUST-001732,2023-07-07,smb,DE,card
CUST-001733,2022-06-02,retail,GB,bank_transfer
CUST-001734,2021-06-28,retail,DE,card
CUST-001735,2019-09-14,retail,AU,digital_wallet
CUST-001736,2019-03-26,smb,US,card
CUST-001737,2019-05-10,retail,US,digital_wallet
CUST-001738,2022-05-13,smb,US,digital_wallet
CUST-001739,2019-01-01,retail,AU,card
CUST-001740,2019-02-14,enterprise,US,digital_wallet
CUST-001741,2022-08-24,retail,US,card
CUST-001742,2021-09-18,smb,CA,card
CUST-001743,2019-03-27,retail,AU,bank_transfer
CUST-001744,2020-07-08,retail,IN,card
CUST-001745,2020-06-26,retail,DE,card
CUST-001746,2021-06-20,retail,GB,card
CUST-001747,2023-07-04,smb,US,card
CUST-001748,2021-02-20,smb,US,card
CUST-001749,2023-03-22,smb,IN,card
CUST-001750,2020-06-16,retail,DE,card
CUST-001751,2020-09-03,retail,DE,card
CUST-001752,2023-02-25,smb,DE,card
CUST-001753,2024-03-22,retail,GB,card
CUST-001754,2020-09-23,smb,AU,card
CUST-001755,2020-06-12,smb,CA,digital_wallet
CUST-001756,2022-05-30,retail,CA,card
CUST-001757,2020-01-06,enterprise,IN,card
CUST-001758,2022-06-09,retail,US,card
CUST-001759,2019-05-03,retail,CA,card
CUST-001760,2022-02-18,retail,CA,card
CUST-001761,2023-07-21,retail,US,card
CUST-001762,2020-12-01,retail,US,card
CUST-001763,2020-06-26,enterprise,US,card
CUST-001764,2023-06-21,smb,AU,card
CUST-001765,2020-11-24,smb,CA,digital_wallet
CUST-001766,2020-08-07,smb,DE,bank_transfer
CUST-001767,2023-04-14,retail,IN,card
CUST-001768,2022-01-08,retail,US,card
CUST-001769,2022-05-27,smb,AU,digital_wallet
CUST-001770,2024-06-27,retail,IN,card
CUST-001771,2019-01-25,retail,CA,bank_transfer
CUST-001772,2019-05-18,smb,US,card
CUST-001773,2023-08-19,retail,IN,digital_wallet
CUST-001774,2019-08-08,retail,IN,digital_wallet
CUST-001775,2021-07-23,enterprise,GB,card
CUST-001776,2021-12-16,retail,US,digital_wallet
